ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source
form_70,Akkadian,lord,𒂗,,,
form_71,Arabic,husband,بَعْل,,,
form_72,Classical_Syriac,lord,ܒܱ݁ܥܠܳܐ,,,
form_73,Hebrew,master,בַּעַל,,,
form_74,Punic,lord,𐤁𐤏𐤋,,,
form_75,Ugaritic,lord,𐎁𐎓𐎍,,,
form_76,Ugaritic,Unknown,𒁀𒀪𒇻,,,
form_78,Old_South_Arabian,lord,𐩨𐩲𐩡,,,
form_79,Amharic,Unknown,ባል,,,
form_80,Geez,owner,በዓል,,,
form_81,Tigrinya,owner,በዓል,,,
form_82,Mehri,Unknown,bāl,,,
form_83,Mehri,Unknown,abɛ́li,,,
form_84,Shehri,Unknown,báʕal,,,
form_85,Shehri,Unknown,bʕéhl,,,
form_86,Shehri,Unknown,ʔɔʕź,,,
form_87,Shehri,Unknown,ʔɔ̄ʕź,,,
form_88,Shehri,Unknown,ʔɔ́ʕɔź,,,
form_89,Soqotri,Unknown,baʕ-,,,
form_90,Soqotri,Unknown,di-báḥlʼe,,,
form_91,Soqotri,Unknown,báʕlʼhi,,,
form_92,Proto-Semitic,mistress,baʕlat-,,,
form_93,Akkadian,lady,𒎏,,,
form_94,Arabic,wife,بَعْلَة,,,
form_95,Classical_Syriac,Unknown,ܒܱ݁ܥܠܬܴ݁ܐ,,,
form_96,Biblical_Hebrew,mistress,בַּעֲלָה,,,
form_97,Biblical_Hebrew,Unknown,בַּעֲלָת,,,
form_98,Phoenician,Unknown,𐤁𐤏𐤋𐤕,,,
form_99,Ugaritic,lady,𐎁𐎓𐎍𐎚,,,
form_100,Akkadian,Unknown,𒁀𒀪𒀠𒌅,,,
form_101,Akkadian,Unknown,𒁀𒀪𒆷𒌅,,,
form_102,Mehri,Unknown,bālīt,,,
form_103,Shehri,Unknown,āʿlét,,,
form_104,Shehri,Unknown,baʿalét,,,
form_105,Soqotri,Unknown,báləh,,,
form_106,Proto-Semitic,idle,baṭal-,,,
form_107,Akkadian,Unknown,𒁀𒁕𒇻𒌝,,,
form_108,Arabic,hero,بَطَلَ,,,
form_109,Classical_Syriac,cease,ܒܛܶܠ,,,
form_110,Hebrew,cease,בָּטַל,,,
form_111,Amharic,twist,በጠለ,,,
form_112,Geez,twist,በጠለ,,,
form_113,Proto-Semitic,venomous,baṯan-,,,
form_114,Sumerian,snake,𒁔,,,
form_116,Eblaite,Unknown,𒈤𒈲,,,
form_117,Eblaite,Unknown,𒁀𒊭𒈬𒌝,,,
form_118,Eblaite,Unknown,𒁀𒊭𒉡𒌝,,,
form_119,Arabic,Unknown,بَثَن,,,
form_120,Ancient_Greek,Unknown,βαθανηραθάν,,,
form_122,Jewish_Palestinian_Aramaic,Unknown,פתנה,,,
form_123,Jewish_Babylonian_Aramaic,Unknown,פִתנָא,,,
form_124,Samaritan_Aramaic,Unknown,ࠐࠕࠍ,,,
form_125,Hebrew,Unknown,פֶּתֶן,,,
form_127,Hebrew,Unknown,בָּשָׁן,,,
form_128,Ugaritic,serpent,𐎁𐎘𐎐,,,
form_129,Inor,Unknown,ቡትየማታ,,,
form_130,Chaha,Unknown,ቡትያማት,,,
form_131,Ezha,Unknown,ቡትያማት,,,
form_132,Gyeto,Unknown,ቡትየማታ,,,
form_133,Muher,Unknown,ቡትያማት,,,
form_134,Proto-Semitic,son,bin-,,,
form_135,Akkadian,son,𒁉𒉏,,,
form_136,Hijazi_Arabic,son,ابن,,,
form_137,Maltese,son,iben,,,
form_138,Moroccan_Arabic,coffee_beans,بن,,,
form_139,Classical_Syriac,create,ܒ݁ܪܳܐ,,,
form_140,Ammonite,son,𐤁𐤍,,,
form_141,Edomite,son,𐤁𐤍,,,
form_142,Hebrew,son,בֵּן,,,
form_143,Hebrew,Unknown,ࠁࠠ‎ࠍ,,,
form_144,Moabite,Unknown,𐤁𐤍,,,
form_145,Punic,son,𐤁𐤍,,,
form_146,Ugaritic,son,𐎁𐎐,,,
form_147,Proto-Semitic,daughter,bint-,,,
form_148,Akkadian,Unknown,𒁉𒅔𒌈,,,
form_149,Maltese,1English,bint,,,
form_150,Swahili,twenty,binti,,,
form_151,Hebrew,daughter,בַּת,,,
form_152,Hebrew,Unknown,בָּנוֹת,,,
form_153,Ugaritic,house,𐎁𐎚,,,
form_154,Old_South_Arabian,daughter,𐩨𐩬𐩩,,,
form_155,Proto-Semitic,knee,birk-,,,
form_156,Akkadian,knee,𒄭,,,
form_157,Maltese,lie_down,birek,,,
form_158,Classical_Syriac,benediction,ܒܾ݁ܘܪܟܴ݁ܐ,,,
form_159,Hebrew,kneel,בֶּרֶךְ,,,
form_160,Ugaritic,knee,𐎁𐎗𐎋,,,
form_161,Amharic,knee,ብርክ,,,
form_162,Geez,knee,ብርክ,,,
form_163,Tigrinya,anatomy,ብርኪ,,,
form_164,Soqotri,kneel,برك,,,
form_165,Proto-Semitic,well,biʔr-,,,
form_166,Akkadian,Unknown,𒁍𒌨𒋾,,,
form_167,Arabic,well,بِئْر,,,
form_168,Classical_Syriac,well,ܒ݁ܐܶܪܰܐ,,,
form_169,Hebrew,well,בְּאֵר,,,
form_170,Ugaritic,well,𐎁𐎛𐎗,,,
form_171,Proto-Semitic,in,bV-,,,
form_172,fossiziled_perhaps_Akkadian,exist,𒅅,,,
form_173,fossiziled_perhaps_Akkadian,someone,𒁉𒊑,,,
form_174,fossiziled_perhaps_Akkadian,1English,𒁀𒊑,,,
form_175,fossiziled_perhaps_Akkadian,Unknown,Proto-West Semitic,,,
form_176,fossiziled_perhaps_Akkadian,Unknown,*bayna,,,
form_177,fossiziled_perhaps_Akkadian,1English,𒀀𒈾,,,
form_178,fossiziled_perhaps_Akkadian,language_code,𒄿𒈾,,,
form_179,fossiziled_perhaps_Akkadian,Unknown,𒁀𒇻,,,
form_180,fossiziled_perhaps_Akkadian,come,𒁀𒆷,,,
form_181,fossiziled_perhaps_Akkadian,language_code,𒁀𒀠,,,
form_182,Arabic,Arabic,بِـ,,,
form_183,Classical_Syriac,in,ܒ-,,,
form_184,Hebrew,in,בְּ־,,,
form_185,Punic,beth,𐤁,,,
form_186,Punic,Unknown,𐤁𐤉,,,
form_187,Punic,father,𐤀𐤁,,,
form_188,Punic,Unknown,ef-,,,
form_189,Ugaritic,Ugaritic,𐎁,,,
form_190,Hadrami,Unknown,-𐩨,,,
form_191,Minaean,Unknown,-𐩨,,,
form_192,Qatabanian,Unknown,-𐩨,,,
form_193,Sabaean,Unknown,-𐩨,,,
form_194,Geez,Unknown,በ-,,,
form_195,Tigre,Unknown,ብ-,,,
form_196,Tigre,Unknown,እብ,,,
form_197,Tigre,Unknown,ቡ-,,,
form_198,Tigrinya,Unknown,ብ-,,,
form_199,Tigrinya,father,አብ,,,
form_200,Amharic,Unknown,በ-,,,
form_201,Amharic,Unknown,ብ-,,,
form_202,Amharic,Unknown,ቢ-,,,
form_203,Harari,in,-ቤ,,,
form_204,Gurage,Unknown,በ-,,,
form_205,Proto-Semitic,Unknown,būṣ-,,,
form_206,Akkadian,Unknown,𒁍𒌋𒋗,,,
form_207,Arabic,reed,بُوص,,,
form_208,Classical_Syriac,byssus,ܒܾ݁ܘܨܳܐ,,,
form_209,Geez,Unknown,ቢስንሶ,,,
form_210,Tigrinya,Unknown,ቢሶ,,,
form_211,Gothic,fine,𐌱𐍅𐍃𐍃𐌰𐌿𐌽,,,
form_212,Gothic,Unknown,bwssaun,,,
form_213,Translingual,Unknown,Byssus,,,
form_214,Armenian,byssus,բեհեզ,,,
form_215,Old_Georgian,Unknown,ზეეზი,,,
form_216,Old_Georgian,Unknown,ზეჰეზი,,,
form_217,Old_Georgian,Unknown,ზელეზი,,,
form_218,Old_Georgian,Unknown,ზეზი,,,
form_219,Ottoman_Turkish,twilled,بوغاسی,,,
form_220,Ottoman_Turkish,Unknown,بوغاصی,,,
form_221,Ottoman_Turkish,Unknown,بوحاسی,,,
form_222,Uyghur,cotton,böz,,,
form_223,Proto-Semitic,door,dalt-,,,
form_224,Akkadian,door,𒄑𒅅,,,
form_225,Jewish_Palestinian_Aramaic,door,דַּלְתָא,,,
form_226,Classical_Syriac,Unknown,ܐܳܕ݂ܠܳܬ݂ܳܐ,,,
form_227,Hebrew,door,דֶּלֶת,,,
form_228,Ugaritic,door,𐎄𐎍𐎚,,,
form_229,Proto-Semitic,blood,dam-,,,
form_230,Akkadian,blood,𒁁,,,
form_231,Hijazi_Arabic,damp,دَمّ,,,
form_232,Maltese,blood,demm,,,
form_233,Moroccan_Arabic,coat,دم,,,
form_234,Indonesian,2English,dam,,,
form_235,Swahili,regret,damu,,,
form_236,Classical_Syriac,blood,ܕ݁ܡܳܐ,,,
form_237,Hebrew,blood,דָּם,,,
form_238,Punic,blood,𐤃𐤌,,,
form_239,Ugaritic,blood,𐎄𐎎,,,
form_240,Old_South_Arabian,blood,𐩵𐩣,,,
form_241,Sabaean,blood,𐩵𐩣,,,
form_242,Amharic,blood,ደም,,,
form_243,Geez,blood,ደም,,,
form_244,Harari,blood,ደም,,,
form_245,Tigrinya,blood,ደም,,,
form_246,Tigre,blood,ደም,,,
form_247,Proto-Semitic,grass,daṯʔ-,,,
form_248,Akkadian,Unknown,𒌑𒇷𒀀𒊬,,,
form_249,Arabic,Unknown,ثُدَّاء,,,
form_250,Arabic,species,Cyperus conglomeratus,,,
form_251,Jewish_Literary_Aramaic,grass,דִּתְאָה,,,
form_252,Classical_Syriac,botany,ܬܱ݁ܕܐܳܐ,,,
form_253,Hebrew,grass,דָּשָׁא,,,
form_254,Hebrew,1English,sprout,,,
form_255,Hebrew,1English,grow,,,
form_256,Arabic,papery,دِيس,,,
form_257,Arabic,1English,rush,,,
form_258,Arabic,genus,Juncus,,,
form_259,Arabic,club,club-rush,,,
form_260,Arabic,genus,Scirpus,,,
form_261,Arabic,Unknown,rope grass,,,
form_262,Arabic,Unknown,Ampelodesmos mauritanicus,,,
form_263,Proto-Semitic,bear,dubb-,,,
form_264,Akkadian,Unknown,𒁕𒁍𒌝,,,
form_265,Gulf_Arabic,creep,دب,,,
form_266,Maltese,bear,debb,,,
form_267,Moroccan_Arabic,creep,دب,,,
form_268,Swahili,1English,dubu,,,
form_269,Aramaic,Unknown,דֹּב,,,
form_270,Aramaic,bear,ܕܷ݁ܒܴ݁ܐ,,,
form_271,Aramaic,Unknown,𐡃𐡁𐡁,,,
form_272,Aramaic,Unknown,דּוּבָּא,,,
form_273,Aramaic,Unknown,דּוּבָּא,,,
form_274,Aramaic,bear,דּוּבּ,,,
form_275,Hebrew,bear,דֹּב,,,
form_276,Ugaritic,bear,𐎄𐎁,,,
form_277,Amharic,bear,ድብ,,,
form_278,Geez,bear,ድብ,,,
form_279,Tigre,bear,ድብ,,,
form_280,Tigrinya,bear,ድቢ,,,
form_281,Proto-Semitic,side,ganb-,,,
form_282,Akkadian,Unknown,gabbum,,,
form_283,Hijazi_Arabic,turn,جَنْب,,,
form_284,Classical_Syriac,collect,ܓܰܒܴ݁ܐ,,,
form_285,Hebrew,back,גַּב,,,
form_286,Ugaritic,back,𐎂𐎁,,,
form_287,Geez,side,ገቦ,,,
form_288,Tigre,side,ገቦ,,,
form_289,Tigre,fundament,አንገብ,,,
form_290,Tigrinya,Unknown,ጎቦ,,,
form_291,Inor,Unknown,ጉፐ,,,
form_292,Gyeto,Unknown,ጕፐ,,,
form_293,Mehri,Unknown,ganb,,,
form_294,Harsusi,Unknown,yanb,,,
form_295,Shehri,Unknown,ganb,,,
form_296,Proto-Semitic,throw_down,habat-,,,
form_297,Akkadian,Unknown,𒄢,,,
form_298,Arabic,Unknown,هَبَتَ,,,
form_299,Hebrew,strike,חָבַט,,,
form_300,Proto-Semitic,thunder,hadad-,,,
form_301,Akkadian,storm,𒀜𒁺𒌝,,,
form_302,Arabic,Unknown,هَادَّة,,,
form_303,Ugaritic,thunder,𐎅𐎄,,,
form_304,Tigrinya,Unknown,ሃደደ,,,
form_305,Tigre,Unknown,ሃዱድ,,,
form_306,Tigre,Unknown,ህዱድ,,,
form_307,Mehri,Unknown,həd,,,
form_308,Shehri,1English,hid,,,
form_309,Soqotri,Unknown,šed,,,
form_310,Proto-Semitic,go,halak-,,,
form_311,Akkadian,go,𒁺,,,
form_312,Bengali,destroyed,হালাক,,,
form_313,Classical_Syriac,proceed,ܗܠܶܟ,,,
form_314,Hebrew,go,הָלַךְ,,,
form_315,Ugaritic,go,𐎅𐎍𐎋,,,
form_316,Proto-Semitic,toward,-iš,,,
form_317,Akkadian,Unknown,-iš,,,
form_318,Hebrew,to,־ָה,,,
form_319,Ugaritic,Unknown,-𐎅,,,
form_320,Geez,Unknown,-ሄ,,,
form_321,Proto-Semitic,liver,kabid-,,,
form_322,Akkadian,innards,𒅗𒁁𒌈,,,
form_323,Arabic,charge,كَبِد,,,
form_324,Arabic,charge,كِبْد,,,
form_325,Jewish_Babylonian_Aramaic,liver,כַּבדָּא,,,
form_326,Classical_Syriac,liver,ܟܱ݁ܒܕܴ݁ܐ,,,
form_327,Hebrew,angry,כָּבֵד,,,
form_328,Ugaritic,liver,𐎋𐎁𐎄,,,
form_329,Amharic,belly,ሆድ,,,
form_330,Geez,Unknown,ከብድ,,,
form_331,Tigrinya,liver,ከብዲ,,,
form_332,Proto-Semitic,star,kabkab-,,,
form_333,Akkadian,star,𒀯,,,
form_334,Eblaite,Unknown,𒆕𒅗𒁍,,,
form_335,Maltese,star,kewkba,,,
form_336,Moroccan_Arabic,star,كوكب,,,
form_337,Hindustani,star,کَوکَب,,,
form_338,Classical_Mandaic,Unknown,ࡊࡅࡊࡁ,,,
form_339,Classical_Syriac,astronomy,ܟܱ݁ܘܟ݁ܒܳܐ,,,
form_340,Hebrew,asterisk,כּוֹכָב,,,
form_341,Phoenician,star,𐤊𐤊𐤁,,,
form_342,Phoenician,Unknown,𐤊𐤁𐤊𐤁,,,
form_343,Ugaritic,star,𐎋𐎁𐎋𐎁,,,
form_344,Old_South_Arabian,star,𐩫𐩥𐩫𐩨,,,
form_345,Amharic,star,ኮከብ,,,
form_346,Geez,star,ኮከብ,,,
form_347,Tigrinya,star,ዃኾብ,,,
form_348,Mehri,Unknown,kabkīb,,,
form_349,Shehri,Unknown,kebkeb,,,
form_350,Shehri,Unknown,kobkob,,,
form_351,Soqotri,Unknown,kebkeb,,,
form_352,Soqotri,Unknown,kobkob,,,
form_353,Proto-Semitic,dog,kalb-,,,
form_354,Akkadian,dog,𒌨,,,
form_355,Gulf_Arabic,dog,چَلْب,,,
form_356,Gulf_Arabic,law,جَلْب,,,
form_357,Maltese,dog,kelb,,,
form_358,Moroccan_Arabic,dog,كلب,,,
form_359,Gujarati,anatomy,કલ્બ,,,
form_360,Ottoman_Turkish,dog,كلب,,,
form_361,Swahili,dog,kelbu,,,
form_362,Classical_Syriac,dog,ܟܱ݁ܠܒܴ݁ܐ,,,
form_363,Hebrew,dog,כֶּלֶב,,,
form_364,Phoenician,dog,𐤊𐤋𐤁,,,
form_365,Ugaritic,dog,𐎋𐎍𐎁,,,
form_366,Sabaean,dog,𐩫𐩡𐩨,,,
form_367,Hadramautic,dog,𐩫𐩡𐩨,,,
form_368,Amharic,dog,ከልብ,,,
form_369,Geez,dog,ከልብ,,,
form_370,Tigre,dog,ከልብ,,,
form_371,Tigrinya,dog,ከልቢ,,,
form_372,Mehri,Unknown,كَوب,,,
form_373,Proto-Semitic,wing,kanap-,,,
form_374,Akkadian,hand,𒉺,,,
form_375,Arabic,enclose,كَنَف,,,
form_376,Classical_Syriac,side,ܟܷ݁ܢܦܳܐ,,,
form_377,Hebrew,wing,כָּנָף,,,
form_378,Ugaritic,wing,𐎋𐎐𐎔,,,
form_379,Amharic,wing,ክንፍ,,,
form_380,Geez,wing,ክንፍ,,,
form_381,Proto-Semitic,palm,kapp-,,,
form_382,Akkadian,hand,𒀉,,,
form_383,Gulf_Arabic,palm,چَف,,,
form_384,Maltese,palm,keff,,,
form_385,Moroccan_Arabic,Unknown,كف,,,
form_386,Classical_Persian,wooden,کَفّ,,,
form_387,Classical_Syriac,anatomy,ܟܱ݁ܦܴ݁ܐ,,,
form_388,Geez,Unknown,ካፍ,,,
form_389,Ugaritic,Unknown,𐎋𐎔,,,
form_390,Proto-Semitic,paunch,kariś-,,,
form_391,Akkadian,Unknown,𒍜𒊮,,,
form_392,Gulf_Arabic,wrinkle,كَرْش,,,
form_393,Maltese,tripe,kirxa,,,
form_394,Aramaic,anatomy,ܟܱ݁ܪܣܳܐ,,,
form_395,Aramaic,anatomy,כַּרְסָא,,,
form_396,Hebrew,Unknown,כָּרֵשׂ,,,
form_397,Hebrew,anatomy,כֶּרֶס,,,
form_398,Ugaritic,stomach,𐎋𐎗𐎒,,,
form_399,Geez,Unknown,ከርሥ,,,
form_400,Proto-Semitic,be,kawan-,,,
form_401,Akkadian,stationary,𒄀,,,
form_402,Arabic,copulative,كَانَ,,,
form_403,Geez,Unknown,ኮነ,,,
form_404,Proto-Semitic,beaker,kaʔs-,,,
form_405,Akkadian,cup,𒃲,,,
form_406,Eblaite,Unknown,𒄀𒋗,,,
form_407,Hittite,Unknown,𒂵𒀀𒍣,,,
form_408,Hurrian,Unknown,𒅗𒍪,,,
form_409,Arabic,glass,كَأْس,,,
form_410,Classical_Syriac,drinking,ܟܴ݁ܣܳܐ,,,
form_411,Hebrew,cup,כּוֹס,,,
form_412,Phoenician,Unknown,𐤊𐤎,,,
form_413,Ugaritic,cup,𐎋𐎒,,,
form_414,Proto-Semitic,lyre,kinnār-,,,
form_415,Neo-Babylonian,Unknown,𒆠𒅔𒈾𒊒,,,
form_416,Eblaite,Unknown,𒄀𒈾𒂗𒌝,,,
form_417,Eblaite,Unknown,𒄀𒈾𒊒,,,
form_418,Arabic,lyre,كِنَّارَة,,,
form_419,Mandaic,Unknown,ࡊࡉࡍࡀࡓ,,,
form_420,Mandaic,Unknown,ࡊࡉࡍࡀࡓࡀ,,,
form_421,Armenian,lyre,քնար,,,
form_422,Georgian,lyre,ქნარი,,,
form_423,Sanskrit,Unknown,किंनरा,,,
form_424,Sanskrit,Hinduism,किन्नर,,,
form_425,Coptic,Unknown,ⲕⲓⲛⲉⲣⲁ,,,
form_426,Italian,music,cinira,,,
form_427,Italian,1English,kinnor,,,
form_428,Ugaritic,lyre,𐎋𐎐𐎗,,,
form_429,Ugaritic,Unknown,𒀭𒄑𒆠𒈾𒀸,,,
form_430,Amharic,krar,ክራር,,,
form_431,Amharic,Unknown,ከራር,,,
form_432,Geez,Unknown,ከሰረ,,,
form_433,Parthian,Unknown,𐫢𐫗𐫗𐫃,,,
form_434,Arabic,harp,جَنْك,,,
form_435,Arabic,harp,جُنْك,,,
form_436,Azerbaijani,claw,çəng,,,
form_437,Burmese,music,စောင်း,,,
form_438,Georgian,music,ჩანგი,,,
form_439,Pashto,claw,چنگ,,,
form_440,Turkish,harp,çenk,,,
form_441,Turkish,Unknown,çeng,,,
form_442,Arabic,harp,صَنْج,,,
form_444,Sogdian,Unknown,𐫝𐫏𐫗𐫃𐫡𐫏𐫀,,,
form_445,Sogdian,Unknown,𐫝𐫗𐫃𐫡𐫏𐫀,,,
form_446,Proto-Semitic,Unknown,labiʔ-,,,
form_447,Akkadian,poetic,𒆷𒁍𒌝,,,
form_448,Eblaite,lion,𒊊,,,
form_449,Arabic,lioness,لَبُؤَة,,,
form_450,Amorite,Unknown,𒆷𒁀,,,
form_451,Amorite,Unknown,𒆷𒁀𒀀,,,
form_452,Imperial_Aramaic,Unknown,𐡋𐡁𐡀,,,
form_453,Hebrew,lion,לָבִיא,,,
form_454,Coptic,lion,ⲗⲁⲃⲟ,,,
form_455,Egyptian,Libya,rbw,,,
form_456,Ugaritic,lion,𐎍𐎁𐎜,,,
form_457,Sabaean,Unknown,𐩡𐩨𐩱,,,
form_458,Proto-Semitic,turnip,lapt-,,,
form_459,Akkadian,Unknown,𒇻𒊬,,,
form_460,Arabic,bend,لِفْت,,,
form_461,Classical_Syriac,turnip,ܠܰܦܬܳܐ,,,
form_462,Classical_Syriac,turnip,ܠܶܦܬܳܐ,,,
form_463,Classical_Syriac,Unknown,ܠܦܶܬ,,,
form_464,Hebrew,turnip,לֶפֶת,,,
form_465,Proto-Semitic,wind,lawaṯ-,,,
form_466,Akkadian,Sumerogram,𒋃,,,
form_467,Arabic,twist,لَاثَ,,,
form_468,Classical_Mandaic,Unknown,ࡋࡅࡔ,,,
form_469,Classical_Syriac,Unknown,ܠܳܫ,,,
form_470,Hebrew,knead,לָשׁ,,,
form_471,Ugaritic,Unknown,𐎍𐎌,,,
form_472,Amharic,knead,ለወሰ,,,
form_473,Geez,Unknown,ሎሰ,,,
form_474,Tigrinya,knead,ለወሰ,,,
form_475,Proto-Semitic,night,laylay-,,,
form_476,Akkadian,evening,𒇷𒈝,,,
form_477,Akkadian,evening,𒆥𒋝,,,
form_478,Akkadian,Unknown,𒇷𒇲,,,
form_479,Akkadian,Unknown,𒇷𒂖,,,
form_480,Egyptian_Arabic,nighttime,ليل,,,
form_481,Egyptian_Arabic,night,ليلة,,,
form_482,Maltese,night,lejl,,,
form_483,Moroccan_Arabic,nighttime,ليل,,,
form_484,Moroccan_Arabic,night,ليلة,,,
form_485,Classical_Syriac,childish,ܠܶܠܝܳܐ,,,
form_486,Classical_Syriac,night,ܠܝܠܐ,,,
form_487,Hebrew,night,לַיִל,,,
form_488,Hebrew,night,לַיְלָה,,,
form_489,Phoenician,night,𐤋𐤋,,,
form_490,Ugaritic,night,𐎍𐎍,,,
form_491,Sabaean,Unknown,𐩡𐩡𐩺,,,
form_492,Sabaean,Unknown,𐩡𐩺𐩡𐩺,,,
form_493,Qatabanian,Unknown,𐩡𐩺𐩡,,,
form_494,Amharic,night,ሌት,,,
form_495,Amharic,night,ሌሊት,,,
form_496,Geez,night,ሌሊት,,,
form_497,Harari,Unknown,ለይሊ,,,
form_498,Tigre,Unknown,ላሊ,,,
form_499,Tigrinya,night,ለይቲ,,,
form_500,Proto-Semitic,heart,libb-,,,
form_501,Akkadian,heart,𒊮,,,
form_502,Eblaite,heart,𒇷𒅤,,,
form_503,Arabic,pulp,لُبّ,,,
form_504,Classical_Syriac,anatomy,ܠܶܒܴ݁ܐ,,,
form_505,Hebrew,anatomy,לֵב,,,
form_506,Hebrew,heart,לֵבָב,,,
form_507,Phoenician,heart,𐤋𐤁,,,
form_508,Ugaritic,heart,𐎍𐎁,,,
form_509,Sabaean,Unknown,𐩡𐩨,,,
form_510,Sabaean,Unknown,𐩡𐩨𐩨,,,
form_511,Minaean,Unknown,𐩡𐩨,,,
form_512,Geez,heart,ልብ,,,
form_513,Amharic,heart,ልብ,,,
form_514,Tigre,heart,ልብ,,,
form_515,Tigrinya,heart,ልቢ,,,
form_516,Proto-Semitic,tongue,lišān-,,,
form_517,Proto-Semitic,for,lV-,,,
form_519,Arabic,Arabic,لِـ,,,
form_520,Arabic,Arabic,لَـ,,,
form_521,Classical_Syriac,to,ܠ-,,,
form_522,Hebrew,to,"לְ־, ל־, לִ־, לַ־, לֶ־, לָ־",,,
form_523,Hebrew,family,אֶל,,,
form_524,Phoenician,god,𐤀𐤋,,,
form_525,Ugaritic,Ugaritic,𐎍,,,
form_526,Akkadian,English,la,,,
form_527,Hadrami,Unknown,-𐩡,,,
form_528,Minaean,Unknown,-𐩡,,,
form_529,Qatabanian,Unknown,-𐩡,,,
form_530,Sabaean,Unknown,-𐩡,,,
form_531,Mehri,chemistry,l-,,,
form_532,Shehri,chemistry,l-,,,
form_533,Soqotri,1English,le,,,
form_534,Geez,to,ለ-,,,
form_535,Tigre,Unknown,እል,,,
form_536,Tigre,Unknown,ለዐል,,,
form_537,Tigrinya,Unknown,ል-,,,
form_538,Tigrinya,Unknown,-ል,,,
form_539,Tigrinya,Unknown,ላዕሊ,,,
form_540,Amharic,to,ለ-,,,
form_541,Harari,to,-ሌ,,,
form_542,Proto-Semitic,Unknown,lā,,,
form_543,Akkadian,doubt,𒆷𒀀,,,
form_544,Gulf_Arabic,no,لَأْ,,,
form_545,Gulf_Arabic,no,لا,,,
form_546,South_Levantine_Arabic,no,لأ,,,
form_547,South_Levantine_Arabic,no,لا,,,
form_548,Maltese,English,la,,,
form_549,Maltese,1English,le,,,
